Year,Week_Number,mean_return,volatility,Label
2018,00,0.80125,1.616175397865797,undefined
2018,01,1.1846,1.5913144880883854,undefined
2018,02,0.09075,2.0881497990645532,undefined
2018,03,0.5571999999999999,1.6384564992699684,undefined
2018,04,-0.284,2.3109324957687534,undefined
2018,05,-1.1916,3.658566973556723,undefined
2018,06,0.9331999999999999,2.369231246628323,undefined
2018,07,0.681,2.208772358875702,undefined
2018,08,0.5442,1.7278808407989252,undefined
2018,09,1.128,1.9602650331013913,undefined
2018,10,-1.73,0.5579287588931046,undefined
2018,11,-1.0284,1.462279829581192,undefined
2018,12,-0.03025,3.8006485740375067,undefined
2018,13,-0.8554,2.203238820464091,undefined
2018,14,0.41880000000000006,1.819821886888934,undefined
2018,15,0.14139999999999997,1.8921238860074676,undefined
2018,16,-0.146,1.4603829977098475,undefined
2018,17,1.226,2.4719406344004295,undefined
2018,18,0.541,1.8657877692813831,undefined
2018,19,0.0892,1.4452126833099688,undefined
2018,20,-0.1442,0.9167967059277645,undefined
2018,21,0.55625,1.743541869299387,undefined
2018,22,0.3514,1.4722826834545055,undefined
2018,23,0.828,0.7012984386122645,undefined
2018,24,-0.3706,0.6430721576930539,undefined
2018,25,0.11119999999999992,2.3459848038723528,undefined
2018,26,0.292,1.4624297134107562,undefined
2018,27,1.1096,2.073919067851974,undefined
2018,28,-0.4538,1.0531085888929024,undefined
2018,29,-1.0886,1.767954976802294,undefined
2018,30,-1.0728,2.386878756870571,undefined
2018,31,-0.1982,0.6623663638802925,undefined
2018,32,-0.4078,1.499145323175842,undefined
2018,33,1.4042,1.9227261115405907,undefined
2018,34,-0.5342,1.4623486930277607,undefined
2018,35,0.51725,1.7254943977500092,undefined
2018,36,2.0418,2.853542219768266,undefined
2018,37,-0.2308,1.680732637869569,undefined
2018,38,0.714,0.7007314036062605,undefined
2018,39,-0.8732,1.3781520961055063,undefined
2018,40,-0.3602,3.976998516469424,undefined
2018,41,-2.1096,4.463160797013703,undefined
2018,42,-0.2302,2.855281019444496,undefined
2018,43,0.0896,3.3696272494149855,undefined
2018,44,-4.2996,5.494285331141804,undefined
2018,45,-1.485,3.1988150931243275,undefined
2018,46,-0.40875,2.873714132732528,undefined
2018,47,-0.029,3.0998816106425746,undefined
2018,48,-1.28875,4.185681575323187,undefined
2018,49,0.22400000000000003,1.0987431455986427,undefined
2018,50,-0.7962,1.7573215983422044,undefined
2018,51,0.5732499999999999,3.987662588116837,undefined
2018,52,-0.491,0,undefined
2019,00,0.4756666666666667,3.7965160783715026,undefined
2019,01,-0.1544,5.214624224237064,undefined
2019,02,0.8978000000000002,1.3528751605377343,undefined
2019,03,-0.41025,2.8002381297549204,undefined
2019,04,-0.7414,2.194412176415361,undefined
2019,05,-1.039,5.27836163,undefined
2019,06,0.6697999999999998,5.616094612807017,undefined
2019,07,-1.77575,1.550286720792856,undefined
2019,08,0.6408,0.8933396330623644,undefined
2019,09,-0.3636,2.084271287524731,undefined
2019,10,1.2212,1.8498532914801649,undefined
2019,11,1.0303999999999998,3.4130336652309774,undefined
2019,12,-0.417,0.7102489,undefined
2019,13,0.7737999999999999,1.7658162984863404,undefined
2019,14,0.0028,1.3358771275832222,undefined
2019,15,-1.047,1.7254336652949986,undefined
2019,16,1.2271999999999998,0.9788435523616631,undefined
2019,17,-0.3906,2.6367546909031945,undefined
2019,18,-0.4688,1.9323769559793451,undefined
2019,19,0.22299999999999995,3.925020318418747,undefined
2019,20,-1.8088,2.4550383296396823,undefined
2019,21,0.6437499999999999,1.7346279860534937,undefined
2019,22,0.9334,2.413805563834834,undefined
2019,23,0.12699999999999997,2.312444593930847,undefined
2019,24,0.13240000000000002,1.1769975785871438,undefined
2019,25,0.5682,1.7657058645199093,undefined
2019,26,0.504,1.082704330215164,undefined
2019,27,-0.3838,1.853182047182629,undefined
2019,28,-0.8834,1.1513788690088071,undefined
2019,29,1.2334,0.6021846062462907,undefined
2019,30,0.441,1.9499349989166306,undefined
2019,31,-0.3342,3.8642698145962844,undefined
2019,32,-0.5386,3.5329793800700284,undefined
2019,33,0.3088000000000001,2.405683520332631,undefined
2019,34,1.3736000000000002,2.6837958752483395,undefined
2019,35,1.92675,2.0730027134569795,undefined
2019,36,0.5052,1.420049893489662,undefined
2019,37,-0.429,0.21553653982561752,undefined
2019,38,-0.8892,1.9040553300784093,undefined
2019,39,1.1754,1.8991204016596737,undefined
2019,40,-0.213,1.6920559978913228,undefined
2019,41,-0.0976,1.0774990951272303,undefined
2019,42,0.2706,1.3885111810856978,undefined
2019,43,0.2162,1.9130501038916885,undefined
2019,44,-0.539,1.686571225889971,undefined
2019,45,-0.3042,1.9016602483093554,undefined
2019,46,-0.1434,1.3300181577707877,undefined
2019,47,0.8334999999999999,0.3285427420189546,undefined
2019,48,0.14579999999999996,1.380909555329385,undefined
2019,49,1.2334,2.0761007441836727,undefined
2019,50,0.19559999999999997,0.6947051892709597,undefined
2019,51,-0.012,0.44934990078260095,undefined
2019,52,0.1965,1.018940871689815,undefined
2020,00,-0.631,0.9404520189781083,undefined
2020,01,0.1014,1.2358680350263942,undefined
2020,02,0.7682,0.8913207615667886,undefined
2020,03,-0.7565,0.9269967637483962,undefined
2020,04,-0.2834,2.6553300736443295,undefined
2020,05,1.0304,1.4500423442092993,undefined
2020,06,0.6463999999999999,1.3864625130164896,undefined
2020,07,-0.0525,0.885893334,undefined
2020,08,-1.7024,1.7173329030796562,undefined
2020,09,0.6992,4.3470341268501675,undefined
2020,10,-0.1224,6.902350744492777,undefined
2020,11,-2.3354,6.1256670902033195,undefined
2020,12,1.9738000000000002,6.320221016705033,undefined
2020,13,1.0874,3.5159582335403248,undefined
2020,14,0.22450000000000006,2.5815164148228846,undefined
2020,15,2.1955999999999998,2.3927491092883098,undefined
2020,16,-0.0594,1.534480791668635,undefined
2020,17,-0.5568,2.683669074234005,undefined
2020,18,2.5014000000000003,2.540264612200863,undefined
2020,19,0.24700000000000016,2.931528270373663,undefined
2020,20,-0.2216,1.2936789787269483,undefined
2020,21,-0.34875,2.8056817798888023,undefined
2020,22,-0.701,2.086470344864743,undefined
2020,23,0.6632,2.4019166721599645,undefined
